frame,speed
data/optical_flow_train/1.jpg,28.105569
data/optical_flow_train/2.jpg,28.105569
data/optical_flow_train/3.jpg,28.106527
data/optical_flow_train/4.jpg,28.130404
data/optical_flow_train/5.jpg,28.109243
data/optical_flow_train/6.jpg,28.088572
data/optical_flow_train/7.jpg,28.034211
data/optical_flow_train/8.jpg,28.018491
data/optical_flow_train/9.jpg,27.986624
data/optical_flow_train/10.jpg,28.016352
data/optical_flow_train/11.jpg,27.981986
data/optical_flow_train/12.jpg,27.978625
data/optical_flow_train/13.jpg,28.032331
data/optical_flow_train/14.jpg,27.960219
data/optical_flow_train/15.jpg,27.937178
data/optical_flow_train/16.jpg,27.940599
data/optical_flow_train/17.jpg,27.908579
data/optical_flow_train/18.jpg,27.898606
data/optical_flow_train/19.jpg,27.855982
data/optical_flow_train/20.jpg,27.795581
data/optical_flow_train/21.jpg,27.850634
data/optical_flow_train/22.jpg,27.839349
data/optical_flow_train/23.jpg,27.824348
data/optical_flow_train/24.jpg,27.759608
data/optical_flow_train/25.jpg,27.830055
data/optical_flow_train/26.jpg,27.761886
data/optical_flow_train/27.jpg,27.694763
data/optical_flow_train/28.jpg,27.761203
data/optical_flow_train/29.jpg,27.691932
data/optical_flow_train/30.jpg,27.666086
data/optical_flow_train/31.jpg,27.723912
data/optical_flow_train/32.jpg,27.639469
data/optical_flow_train/33.jpg,27.612874
data/optical_flow_train/34.jpg,27.638534
data/optical_flow_train/35.jpg,27.606098
data/optical_flow_train/36.jpg,27.593209
data/optical_flow_train/37.jpg,27.573926
data/optical_flow_train/38.jpg,27.561151
data/optical_flow_train/39.jpg,27.559232
data/optical_flow_train/40.jpg,27.528067
data/optical_flow_train/41.jpg,27.522542
data/optical_flow_train/42.jpg,27.531058
data/optical_flow_train/43.jpg,27.493015
data/optical_flow_train/44.jpg,27.487706
data/optical_flow_train/45.jpg,27.440943
data/optical_flow_train/46.jpg,27.439646
data/optical_flow_train/47.jpg,27.412907
data/optical_flow_train/48.jpg,27.401744
data/optical_flow_train/49.jpg,27.396007
data/optical_flow_train/50.jpg,27.357510
data/optical_flow_train/51.jpg,27.365647
data/optical_flow_train/52.jpg,27.347638
data/optical_flow_train/53.jpg,27.302128
data/optical_flow_train/54.jpg,27.309836
data/optical_flow_train/55.jpg,27.266277
data/optical_flow_train/56.jpg,27.266066
data/optical_flow_train/57.jpg,27.238097
data/optical_flow_train/58.jpg,27.239031
data/optical_flow_train/59.jpg,27.227439
data/optical_flow_train/60.jpg,27.209839
data/optical_flow_train/61.jpg,27.224821
data/optical_flow_train/62.jpg,27.181666
data/optical_flow_train/63.jpg,27.170096
data/optical_flow_train/64.jpg,27.154590
data/optical_flow_train/65.jpg,27.104113
data/optical_flow_train/66.jpg,27.081358
data/optical_flow_train/67.jpg,27.071874
data/optical_flow_train/68.jpg,27.073267
data/optical_flow_train/69.jpg,27.039336
data/optical_flow_train/70.jpg,27.041493
data/optical_flow_train/71.jpg,27.018145
data/optical_flow_train/72.jpg,27.009551
data/optical_flow_train/73.jpg,26.996247
data/optical_flow_train/74.jpg,26.954839
data/optical_flow_train/75.jpg,26.968576
data/optical_flow_train/76.jpg,26.913075
data/optical_flow_train/77.jpg,26.903469
data/optical_flow_train/78.jpg,26.908829
data/optical_flow_train/79.jpg,26.860309
data/optical_flow_train/80.jpg,26.869310
data/optical_flow_train/81.jpg,26.870268
data/optical_flow_train/82.jpg,26.836196
data/optical_flow_train/83.jpg,26.836415
data/optical_flow_train/84.jpg,26.843831
data/optical_flow_train/85.jpg,26.775542
data/optical_flow_train/86.jpg,26.732431
data/optical_flow_train/87.jpg,26.730095
data/optical_flow_train/88.jpg,26.730780
data/optical_flow_train/89.jpg,26.708966
data/optical_flow_train/90.jpg,26.692341
data/optical_flow_train/91.jpg,26.690703
data/optical_flow_train/92.jpg,26.646072
data/optical_flow_train/93.jpg,26.644104
data/optical_flow_train/94.jpg,26.627146
data/optical_flow_train/95.jpg,26.569781
data/optical_flow_train/96.jpg,26.564525
data/optical_flow_train/97.jpg,26.577363
data/optical_flow_train/98.jpg,26.535204
data/optical_flow_train/99.jpg,26.541647
data/optical_flow_train/100.jpg,26.529513
data/optical_flow_train/101.jpg,26.501939
data/optical_flow_train/102.jpg,26.508460
data/optical_flow_train/103.jpg,26.456369
data/optical_flow_train/104.jpg,26.460903
data/optical_flow_train/105.jpg,26.447106
data/optical_flow_train/106.jpg,26.444679
data/optical_flow_train/107.jpg,26.432169
data/optical_flow_train/108.jpg,26.348981
data/optical_flow_train/109.jpg,26.368428
data/optical_flow_train/110.jpg,26.328696
data/optical_flow_train/111.jpg,26.287243
data/optical_flow_train/112.jpg,26.286672
data/optical_flow_train/113.jpg,26.273133
