frame,speed
data/train_images/1.jpg,28.105569
data/train_images/2.jpg,28.105569
data/train_images/3.jpg,28.106527
data/train_images/4.jpg,28.130404
data/train_images/5.jpg,28.109243
data/train_images/6.jpg,28.088572
data/train_images/7.jpg,28.034211
data/train_images/8.jpg,28.018491
data/train_images/9.jpg,27.986624
data/train_images/10.jpg,28.016352
data/train_images/11.jpg,27.981986
data/train_images/12.jpg,27.978625
data/train_images/13.jpg,28.032331
data/train_images/14.jpg,27.960219
data/train_images/15.jpg,27.937178
data/train_images/16.jpg,27.940599
data/train_images/17.jpg,27.908579
data/train_images/18.jpg,27.898606
data/train_images/19.jpg,27.855982
data/train_images/20.jpg,27.795581
data/train_images/21.jpg,27.850634
data/train_images/22.jpg,27.839349
data/train_images/23.jpg,27.824348
data/train_images/24.jpg,27.759608
data/train_images/25.jpg,27.830055
data/train_images/26.jpg,27.761886
data/train_images/27.jpg,27.694763
data/train_images/28.jpg,27.761203
data/train_images/29.jpg,27.691932
data/train_images/30.jpg,27.666086
data/train_images/31.jpg,27.723912
data/train_images/32.jpg,27.639469
data/train_images/33.jpg,27.612874
data/train_images/34.jpg,27.638534
data/train_images/35.jpg,27.606098
data/train_images/36.jpg,27.593209
data/train_images/37.jpg,27.573926
data/train_images/38.jpg,27.561151
data/train_images/39.jpg,27.559232
data/train_images/40.jpg,27.528067
data/train_images/41.jpg,27.522542
data/train_images/42.jpg,27.531058
data/train_images/43.jpg,27.493015
data/train_images/44.jpg,27.487706
data/train_images/45.jpg,27.440943
data/train_images/46.jpg,27.439646
data/train_images/47.jpg,27.412907
data/train_images/48.jpg,27.401744
data/train_images/49.jpg,27.396007
data/train_images/50.jpg,27.357510
data/train_images/51.jpg,27.365647
data/train_images/52.jpg,27.347638
data/train_images/53.jpg,27.302128
data/train_images/54.jpg,27.309836
data/train_images/55.jpg,27.266277
data/train_images/56.jpg,27.266066
data/train_images/57.jpg,27.238097
data/train_images/58.jpg,27.239031
data/train_images/59.jpg,27.227439
data/train_images/60.jpg,27.209839
data/train_images/61.jpg,27.224821
data/train_images/62.jpg,27.181666
data/train_images/63.jpg,27.170096
data/train_images/64.jpg,27.154590
data/train_images/65.jpg,27.104113
data/train_images/66.jpg,27.081358
data/train_images/67.jpg,27.071874
data/train_images/68.jpg,27.073267
data/train_images/69.jpg,27.039336
data/train_images/70.jpg,27.041493
data/train_images/71.jpg,27.018145
data/train_images/72.jpg,27.009551
data/train_images/73.jpg,26.996247
data/train_images/74.jpg,26.954839
data/train_images/75.jpg,26.968576
data/train_images/76.jpg,26.913075
data/train_images/77.jpg,26.903469
data/train_images/78.jpg,26.908829
data/train_images/79.jpg,26.860309
data/train_images/80.jpg,26.869310
data/train_images/81.jpg,26.870268
data/train_images/82.jpg,26.836196
data/train_images/83.jpg,26.836415
data/train_images/84.jpg,26.843831
data/train_images/85.jpg,26.775542
data/train_images/86.jpg,26.732431
data/train_images/87.jpg,26.730095
data/train_images/88.jpg,26.730780
data/train_images/89.jpg,26.708966
data/train_images/90.jpg,26.692341
data/train_images/91.jpg,26.690703
data/train_images/92.jpg,26.646072
data/train_images/93.jpg,26.644104
data/train_images/94.jpg,26.627146
data/train_images/95.jpg,26.569781
data/train_images/96.jpg,26.564525
data/train_images/97.jpg,26.577363
data/train_images/98.jpg,26.535204
data/train_images/99.jpg,26.541647
data/train_images/100.jpg,26.529513
data/train_images/101.jpg,26.501939
data/train_images/102.jpg,26.508460
data/train_images/103.jpg,26.456369
data/train_images/104.jpg,26.460903
data/train_images/105.jpg,26.447106
data/train_images/106.jpg,26.444679
data/train_images/107.jpg,26.432169
data/train_images/108.jpg,26.348981
data/train_images/109.jpg,26.368428
data/train_images/110.jpg,26.328696
data/train_images/111.jpg,26.287243
data/train_images/112.jpg,26.286672
data/train_images/113.jpg,26.273133
data/train_images/114.jpg,26.258781
data/train_images/115.jpg,26.264020
data/train_images/116.jpg,26.216485
data/train_images/117.jpg,26.229105
data/train_images/118.jpg,26.205432
data/train_images/119.jpg,26.184952
data/train_images/120.jpg,26.187712
data/train_images/121.jpg,26.163657
data/train_images/122.jpg,26.115078
data/train_images/123.jpg,26.115793
data/train_images/124.jpg,26.106916
data/train_images/125.jpg,26.093713
data/train_images/126.jpg,26.026723
data/train_images/127.jpg,26.059682
data/train_images/128.jpg,26.043513
data/train_images/129.jpg,26.026975
data/train_images/130.jpg,26.036413
data/train_images/131.jpg,25.985965
data/train_images/132.jpg,25.882752
data/train_images/133.jpg,25.848527
data/train_images/134.jpg,25.923090
data/train_images/135.jpg,25.898218
data/train_images/136.jpg,25.936657
data/train_images/137.jpg,25.889446
data/train_images/138.jpg,25.881018
data/train_images/139.jpg,25.883611
data/train_images/140.jpg,25.838685
data/train_images/141.jpg,25.837266
data/train_images/142.jpg,25.760130
data/train_images/143.jpg,25.726610
data/train_images/144.jpg,25.705029
data/train_images/145.jpg,25.692820
data/train_images/146.jpg,25.694555
data/train_images/147.jpg,25.715744
data/train_images/148.jpg,25.721072
data/train_images/149.jpg,25.710090
data/train_images/150.jpg,25.675076
data/train_images/151.jpg,25.690365
data/train_images/152.jpg,25.659273
data/train_images/153.jpg,25.588452
data/train_images/154.jpg,25.587607
data/train_images/155.jpg,25.605106
data/train_images/156.jpg,25.546981
data/train_images/157.jpg,25.561611
data/train_images/158.jpg,25.520048
data/train_images/159.jpg,25.512851
data/train_images/160.jpg,25.535949
data/train_images/161.jpg,25.466815
data/train_images/162.jpg,25.468195
data/train_images/163.jpg,25.442955
data/train_images/164.jpg,25.434670
data/train_images/165.jpg,25.415651
data/train_images/166.jpg,25.376169
data/train_images/167.jpg,25.380297
data/train_images/168.jpg,25.316710
data/train_images/169.jpg,25.308004
data/train_images/170.jpg,25.307879
data/train_images/171.jpg,25.257910
data/train_images/172.jpg,25.234153
data/train_images/173.jpg,25.234548
data/train_images/174.jpg,25.164560
data/train_images/175.jpg,25.155528
data/train_images/176.jpg,25.124563
data/train_images/177.jpg,25.051880
data/train_images/178.jpg,25.069608
data/train_images/179.jpg,24.984767
data/train_images/180.jpg,24.967705
data/train_images/181.jpg,24.989188
data/train_images/182.jpg,24.920120
data/train_images/183.jpg,24.878731
data/train_images/184.jpg,24.781530
data/train_images/185.jpg,24.813369
data/train_images/186.jpg,24.765025
data/train_images/187.jpg,24.703236
data/train_images/188.jpg,24.719001
data/train_images/189.jpg,24.616928
data/train_images/190.jpg,24.599527
data/train_images/191.jpg,24.583681
data/train_images/192.jpg,24.478286
data/train_images/193.jpg,24.446610
data/train_images/194.jpg,24.425899
data/train_images/195.jpg,24.334192
data/train_images/196.jpg,24.277394
data/train_images/197.jpg,24.243752
data/train_images/198.jpg,24.166103
data/train_images/199.jpg,24.169954
data/train_images/200.jpg,24.066184
data/train_images/201.jpg,24.031755
data/train_images/202.jpg,24.005790
data/train_images/203.jpg,23.927473
data/train_images/204.jpg,23.890764
data/train_images/205.jpg,23.798889
data/train_images/206.jpg,23.841604
data/train_images/207.jpg,23.759881
data/train_images/208.jpg,23.715390
data/train_images/209.jpg,23.748295
data/train_images/210.jpg,23.647204
data/train_images/211.jpg,23.596707
data/train_images/212.jpg,23.584715
data/train_images/213.jpg,23.554050
data/train_images/214.jpg,23.472504
data/train_images/215.jpg,23.504016
data/train_images/216.jpg,23.379037
data/train_images/217.jpg,23.358512
data/train_images/218.jpg,23.260696
data/train_images/219.jpg,23.247885
data/train_images/220.jpg,23.215724
data/train_images/221.jpg,23.145633
data/train_images/222.jpg,23.102612
data/train_images/223.jpg,23.045069
data/train_images/224.jpg,23.051338
data/train_images/225.jpg,23.015295
data/train_images/226.jpg,22.881877
data/train_images/227.jpg,22.915834
data/train_images/228.jpg,22.857471
data/train_images/229.jpg,22.757829
data/train_images/230.jpg,22.801015
data/train_images/231.jpg,22.703557
data/train_images/232.jpg,22.632107
data/train_images/233.jpg,22.650746
data/train_images/234.jpg,22.539414
data/train_images/235.jpg,22.495062
data/train_images/236.jpg,22.497131
data/train_images/237.jpg,22.412535
data/train_images/238.jpg,22.305346
data/train_images/239.jpg,22.266352
data/train_images/240.jpg,22.274608
data/train_images/241.jpg,22.213149
data/train_images/242.jpg,22.111782
data/train_images/243.jpg,22.098621
data/train_images/244.jpg,22.023265
data/train_images/245.jpg,21.987600
